Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Espana,Price / Espana,Compare At Price / Espana,Status
pulsera-balin-5-italiano,Pulsera Balín #5 Italiano,"<p data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1""><strong data-mce-fragment=""1"">PAGAS AL RECIBIR O CON CUALQUIER TIPO DE TARJETA DE CREDITO O DEBITO</strong></span><br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1""><strong data-mce-fragment=""1"">GARANTÍA</strong><span data-mce-fragment=""1""> </span></span>❗💯 ( INCLUYE TARJETA DE GARANTIA ) Nuestras Joyas son producidas de acuerdo con las más estrictas normas internacionales de calidad, CUENTA CON GARANTÍA DE 48 MESES:<br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1""><strong data-mce-fragment=""1"">PAGAR AL RECIBIR</strong></span>:</span><span data-mce-fragment=""1""> </span>En este método de pago, puedes pagar en el momento de la entrega 📦 (no se envía si no se logra confirmación por llama o por WhatsApp)<br data-mce-fragment=""1""><br data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1""><strong data-mce-fragment=""1"">ENVÍOS A ISLAS</strong>: </span>Se pueden realizar pero cuentan con costos mas elevados de envíos y se debe cancelar el valor del envío por adelantado ( solo el valor del envío si desea que sea pago al recibir )<br data-mce-fragment=""1""><br data-mce-fragment=""1"">✅ Certificado de garantía  </p>
<p data-mce-fragment=""1"">✅ Material: Oro 18k laminado </p>
<p data-mce-fragment=""1"">✅ + 12.500 clientes felices  </p>
<p data-mce-fragment=""1"">✅ Resistentes a todo tipo de ambiente (Mar, cremas, perfumes)   Todas nuestras joyas son cubiertas con 3 capas de oro 18K , son resistentes al agua de mar, piscinas y sudoración 100% garantizado<br data-mce-fragment=""1""><br data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1""><strong data-mce-fragment=""1"">POLÍTICAS DE DEVOLUCIÓN</strong>: </span>puedes ver todas las políticas en el siguiente link<span data-mce-fragment=""1""> </span><a href=""https://kevinjewelryspain.com/policies/refund-policy"" title=""POLITICAS"" data-mce-href=""https://kevinjewelryspain.com/policies/refund-policy"" data-mce-fragment=""1"">https://kevinjewelryspain.com/policies/refund-policy</a></p>",ISIS JOYERÍA,,"","",false,Title,Default Title,,,,,,,,"",0.0,shopify,continue,manual,55.00,0.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/REF0198.jpg?v=1748794234,1,"",false,,,,kg,,,true,,,archived
copia-pulsera-balin-5-italiano,Pulsera Balín #6 Corrugado y 4 liso,"<p data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1""><strong data-mce-fragment=""1"">PAGAS AL RECIBIR O CON CUALQUIER TIPO DE TARJETA DE CREDITO O DEBITO</strong></span><br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1""><strong data-mce-fragment=""1"">GARANTÍA</strong><span data-mce-fragment=""1""> </span></span>❗💯 ( INCLUYE TARJETA DE GARANTIA ) Nuestras Joyas son producidas de acuerdo con las más estrictas normas internacionales de calidad, CUENTA CON GARANTÍA DE 48 MESES:<br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1""><strong data-mce-fragment=""1"">PAGAR AL RECIBIR</strong></span>:</span><span data-mce-fragment=""1""> </span>En este método de pago, puedes pagar en el momento de la entrega 📦 (no se envía si no se logra confirmación por llama o por WhatsApp)<br data-mce-fragment=""1""><br data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1""><strong data-mce-fragment=""1"">ENVÍOS A ISLAS</strong>: </span>Se pueden realizar pero cuentan con costos mas elevados de envíos y se debe cancelar el valor del envío por adelantado ( solo el valor del envío si desea que sea pago al recibir )<br data-mce-fragment=""1""><br data-mce-fragment=""1"">✅ Certificado de garantía  </p>
<p data-mce-fragment=""1"">✅ Material: Oro 18k laminado </p>
<p data-mce-fragment=""1"">✅ + 12.500 clientes felices  </p>
<p data-mce-fragment=""1"">✅ Resistentes a todo tipo de ambiente (Mar, cremas, perfumes)   Todas nuestras joyas son cubiertas con 3 capas de oro 18K , son resistentes al agua de mar, piscinas y sudoración 100% garantizado<br data-mce-fragment=""1""><br data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1""><strong data-mce-fragment=""1"">POLÍTICAS DE DEVOLUCIÓN</strong>: </span>puedes ver todas las políticas en el siguiente link<span data-mce-fragment=""1""> </span><a href=""https://kevinjewelryspain.com/policies/refund-policy"" title=""POLITICAS"" data-mce-href=""https://kevinjewelryspain.com/policies/refund-policy"" data-mce-fragment=""1"">https://kevinjewelryspain.com/policies/refund-policy</a></p>",ISIS JOYERÍA,,"","",false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,55.00,120.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/rn-image_picker_lib_temp_ae2c59d0-efb4-435e-8813-6631700b32e6.jpg?v=1748794284,1,"",false,,,,kg,,,true,,,archived
copia-pulsera-balin-5-italiano-1,Pulsera Balín #5 Italiano,"<p data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1""><strong data-mce-fragment=""1"">PAGAS AL RECIBIR O CON CUALQUIER TIPO DE TARJETA DE CREDITO O DEBITO</strong></span><br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1""><strong data-mce-fragment=""1"">GARANTÍA</strong><span data-mce-fragment=""1""> </span></span>❗💯 ( INCLUYE TARJETA DE GARANTIA ) Nuestras Joyas son producidas de acuerdo con las más estrictas normas internacionales de calidad, CUENTA CON GARANTÍA DE 48 MESES:<br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1""><strong data-mce-fragment=""1"">PAGAR AL RECIBIR</strong></span>:</span><span data-mce-fragment=""1""> </span>En este método de pago, puedes pagar en el momento de la entrega 📦 (no se envía si no se logra confirmación por llama o por WhatsApp)<br data-mce-fragment=""1""><br data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1""><strong data-mce-fragment=""1"">ENVÍOS A ISLAS</strong>: </span>Se pueden realizar pero cuentan con costos mas elevados de envíos y se debe cancelar el valor del envío por adelantado ( solo el valor del envío si desea que sea pago al recibir )<br data-mce-fragment=""1""><br data-mce-fragment=""1"">✅ Certificado de garantía  </p>
<p data-mce-fragment=""1"">✅ Material: Oro 18k laminado </p>
<p data-mce-fragment=""1"">✅ + 12.500 clientes felices  </p>
<p data-mce-fragment=""1"">✅ Resistentes a todo tipo de ambiente (Mar, cremas, perfumes)   Todas nuestras joyas son cubiertas con 3 capas de oro 18K , son resistentes al agua de mar, piscinas y sudoración 100% garantizado<br data-mce-fragment=""1""><br data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1""><strong data-mce-fragment=""1"">POLÍTICAS DE DEVOLUCIÓN</strong>: </span>puedes ver todas las políticas en el siguiente link<span data-mce-fragment=""1""> </span><a href=""https://kevinjewelryspain.com/policies/refund-policy"" title=""POLITICAS"" data-mce-href=""https://kevinjewelryspain.com/policies/refund-policy"" data-mce-fragment=""1"">https://kevinjewelryspain.com/policies/refund-policy</a></p>",ISIS JOYERÍA,,"","",false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,55.00,0.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/rn-image_picker_lib_temp_f3267764-6535-4d1b-af1f-be8b58bf4a50.jpg?v=1748794294,1,"",false,,,,kg,,,true,,,archived
copia-pulsera-balin-5,Pulsera Balín # 6 corrugado y neupregno,"<p data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1""><strong data-mce-fragment=""1"">PAGAS AL RECIBIR O CON CUALQUIER TIPO DE TARJETA DE CREDITO O DEBITO</strong></span><br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1""><strong data-mce-fragment=""1"">GARANTÍA</strong><span data-mce-fragment=""1""> </span></span>❗💯 ( INCLUYE TARJETA DE GARANTIA ) Nuestras Joyas son producidas de acuerdo con las más estrictas normas internacionales de calidad, CUENTA CON GARANTÍA DE 48 MESES:<br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1""><strong data-mce-fragment=""1"">PAGAR AL RECIBIR</strong></span>:</span><span data-mce-fragment=""1""> </span>En este método de pago, puedes pagar en el momento de la entrega 📦 (no se envía si no se logra confirmación por llama o por WhatsApp)<br data-mce-fragment=""1""><br data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1""><strong data-mce-fragment=""1"">ENVÍOS A ISLAS</strong>: </span>Se pueden realizar pero cuentan con costos mas elevados de envíos y se debe cancelar el valor del envío por adelantado ( solo el valor del envío si desea que sea pago al recibir )<br data-mce-fragment=""1""><br data-mce-fragment=""1"">✅ Certificado de garantía  </p>
<p data-mce-fragment=""1"">✅ Material: Oro 18k laminado </p>
<p data-mce-fragment=""1"">✅ + 12.500 clientes felices  </p>
<p data-mce-fragment=""1"">✅ Resistentes a todo tipo de ambiente (Mar, cremas, perfumes)   Todas nuestras joyas son cubiertas con 3 capas de oro 18K , son resistentes al agua de mar, piscinas y sudoración 100% garantizado<br data-mce-fragment=""1""><br data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1""><strong data-mce-fragment=""1"">POLÍTICAS DE DEVOLUCIÓN</strong>: </span>puedes ver todas las políticas en el siguiente link<span data-mce-fragment=""1""> </span><a href=""https://kevinjewelryspain.com/policies/refund-policy"" title=""POLITICAS"" data-mce-href=""https://kevinjewelryspain.com/policies/refund-policy"" data-mce-fragment=""1"">https://kevinjewelryspain.com/policies/refund-policy</a></p>",ISIS JOYERÍA,,"","",false,Title,Default Title,,,,,,,,'0219,500.0,shopify,deny,manual,59.00,0.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/rn-image_picker_lib_temp_79833d01-945e-4e9b-b10f-00213a49245d.jpg?v=1748794298,1,"",false,,,,kg,,,true,,,archived
copia-pulsera-balin-8-y-4-corrugado,Pulsera Balín #8 y neupregno,"<p data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1""><strong data-mce-fragment=""1"">PAGAS AL RECIBIR O CON CUALQUIER TIPO DE TARJETA DE CREDITO O DEBITO</strong></span><br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1""><strong data-mce-fragment=""1"">GARANTÍA</strong><span data-mce-fragment=""1""> </span></span>❗💯 ( INCLUYE TARJETA DE GARANTIA ) Nuestras Joyas son producidas de acuerdo con las más estrictas normas internacionales de calidad, CUENTA CON GARANTÍA DE 48 MESES:<br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1""><strong data-mce-fragment=""1"">PAGAR AL RECIBIR</strong></span>:</span><span data-mce-fragment=""1""> </span>En este método de pago, puedes pagar en el momento de la entrega 📦 (no se envía si no se logra confirmación por llama o por WhatsApp)<br data-mce-fragment=""1""><br data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1""><strong data-mce-fragment=""1"">ENVÍOS A ISLAS</strong>: </span>Se pueden realizar pero cuentan con costos mas elevados de envíos y se debe cancelar el valor del envío por adelantado ( solo el valor del envío si desea que sea pago al recibir )<br data-mce-fragment=""1""><br data-mce-fragment=""1"">✅ Certificado de garantía  </p>
<p data-mce-fragment=""1"">✅ Material: Oro 18k laminado </p>
<p data-mce-fragment=""1"">✅ + 12.500 clientes felices  </p>
<p data-mce-fragment=""1"">✅ Resistentes a todo tipo de ambiente (Mar, cremas, perfumes)   Todas nuestras joyas son cubiertas con 3 capas de oro 18K , son resistentes al agua de mar, piscinas y sudoración 100% garantizado<br data-mce-fragment=""1""><br data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1""><strong data-mce-fragment=""1"">POLÍTICAS DE DEVOLUCIÓN</strong>: </span>puedes ver todas las políticas en el siguiente link<span data-mce-fragment=""1""> </span><a href=""https://kevinjewelryspain.com/policies/refund-policy"" title=""POLITICAS"" data-mce-href=""https://kevinjewelryspain.com/policies/refund-policy"" data-mce-fragment=""1"">https://kevinjewelryspain.com/policies/refund-policy</a></p>",ISIS JOYERÍA,,"","",false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,72.00,0.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/rn-image_picker_lib_temp_38c6caad-e4e4-41a7-88ca-d19898769c26.jpg?v=1748794305,1,"",false,,,,kg,,,true,,,archived
copia-pulsera-balin-8-y-4-corrugado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/background-editor_output_9c44ab75-0b23-460c-9d8b-5fa8061982b2.png?v=1748794305,2,"",,,,,,,,,,,
copia-pulsera-balin-5-italiano-2,Pulsera Balín #5 Italiano,"<p data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1""><strong data-mce-fragment=""1"">PAGAS AL RECIBIR O CON CUALQUIER TIPO DE TARJETA DE CREDITO O DEBITO</strong></span><br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1""><strong data-mce-fragment=""1"">GARANTÍA</strong><span data-mce-fragment=""1""> </span></span>❗💯 ( INCLUYE TARJETA DE GARANTIA ) Nuestras Joyas son producidas de acuerdo con las más estrictas normas internacionales de calidad, CUENTA CON GARANTÍA DE 48 MESES:<br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1""><strong data-mce-fragment=""1"">PAGAR AL RECIBIR</strong></span>:</span><span data-mce-fragment=""1""> </span>En este método de pago, puedes pagar en el momento de la entrega 📦 (no se envía si no se logra confirmación por llama o por WhatsApp)<br data-mce-fragment=""1""><br data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1""><strong data-mce-fragment=""1"">ENVÍOS A ISLAS</strong>: </span>Se pueden realizar pero cuentan con costos mas elevados de envíos y se debe cancelar el valor del envío por adelantado ( solo el valor del envío si desea que sea pago al recibir )<br data-mce-fragment=""1""><br data-mce-fragment=""1"">✅ Certificado de garantía  </p>
<p data-mce-fragment=""1"">✅ Material: Oro 18k laminado </p>
<p data-mce-fragment=""1"">✅ + 12.500 clientes felices  </p>
<p data-mce-fragment=""1"">✅ Resistentes a todo tipo de ambiente (Mar, cremas, perfumes)   Todas nuestras joyas son cubiertas con 3 capas de oro 18K , son resistentes al agua de mar, piscinas y sudoración 100% garantizado<br data-mce-fragment=""1""><br data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1""><strong data-mce-fragment=""1"">POLÍTICAS DE DEVOLUCIÓN</strong>: </span>puedes ver todas las políticas en el siguiente link<span data-mce-fragment=""1""> </span><a href=""https://kevinjewelryspain.com/policies/refund-policy"" title=""POLITICAS"" data-mce-href=""https://kevinjewelryspain.com/policies/refund-policy"" data-mce-fragment=""1"">https://kevinjewelryspain.com/policies/refund-policy</a></p>",ISIS JOYERÍA,,"","",false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,55.00,0.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/rn-image_picker_lib_temp_66dd141e-c873-4b6b-9385-33036fb5c8d2.jpg?v=1748794308,1,"",false,,,,kg,,,true,,,archived
cadena-china-45-cm,Cadena China 45 cm,"<p data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1""><strong data-mce-fragment=""1"">PAGAS AL RECIBIR</strong></span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">GARANTÍA ❗💯 ( INCLUYE TARJETA DE GARANTIA )</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Nuestras Joyas son producidas de acuerdo con las más estrictas normas internacionales de calidad, </span><strong data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1"">CUENTA CON GARANTÍA DE 20 MESES </span></strong><span data-mce-fragment=""1"">:</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">✅ Material: Oro 18k puro laminado</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">✅ No se Pela, ni raspa</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">✅ Resistentes a todo tipo de ambiente (Mar, cremas, perfumes)</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Todas nuestras joyas son cubiertas con 3 capas de oro 18K PURO, son resistentes al agua de mar, piscinas y sudoración 100% garantizado</span></p>
<h2 data-mce-fragment=""1"">
<span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1"">PRECIO ESPECIAL SOLO HOY - ENVIO GRATIS</span><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1""><img height=""171"" width=""389"" src=""https://cdn.shopify.com/s/files/1/0668/1205/1749/files/WhatsAppImage2022-11-19at9.23.02AM_480x480.jpg?v=1668880553"" alt="""" data-mce-src=""https://cdn.shopify.com/s/files/1/0668/1205/1749/files/WhatsAppImage2022-11-19at9.23.02AM_480x480.jpg?v=1668880553"" data-mce-fragment=""1""></span>
</h2>",ISIS JOYERÍA,Sin categoría,"","",true,MEDIDA,CADENA DAMA 45 CM,,,,,,,,'43886,0.0,shopify,continue,manual,64.00,85.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/IMG_9358.jpg?v=1755125894,1,"",false,,,,kg,,,true,,,active
cadena-china-45-cm,,,,,,,,,CADENA CABALLERO 60,,,,,,,,'43888,0.0,shopify,deny,manual,84.00,112.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/43886_5.jpg?v=1755125893,2,"",,,,,kg,,,,,,
cadena-china-45-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/IMG_9359.jpg?v=1755125893,3,"",,,,,,,,,,,
cadena-china,Cadena China Hombre 3mm,"<p data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1""><strong data-mce-fragment=""1"">PAGAS AL RECIBIR</strong></span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">GARANTÍA ❗💯 ( INCLUYE TARJETA DE GARANTIA )</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Nuestras Joyas son producidas de acuerdo con las más estrictas normas internacionales de calidad, </span><strong data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1"">CUENTA CON GARANTÍA DE 20 MESES </span></strong><span data-mce-fragment=""1"">:</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">✅ Material: Oro 18k puro laminado</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">✅ No se Pela, ni raspa</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">✅ Resistentes a todo tipo de ambiente (Mar, cremas, perfumes)</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Todas nuestras joyas son cubiertas con 3 capas de oro 18K PURO, son resistentes al agua de mar, piscinas y sudoración 100% garantizado</span></p>
<h2 data-mce-fragment=""1"">
<span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1"">PRECIO ESPECIAL SOLO HOY - ENVIO GRATIS</span><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1""><img height=""171"" width=""389"" src=""https://cdn.shopify.com/s/files/1/0668/1205/1749/files/WhatsAppImage2022-11-19at9.23.02AM_480x480.jpg?v=1668880553"" alt="""" data-mce-src=""https://cdn.shopify.com/s/files/1/0668/1205/1749/files/WhatsAppImage2022-11-19at9.23.02AM_480x480.jpg?v=1668880553"" data-mce-fragment=""1""></span>
</h2>",ISIS JOYERÍA,Sin categoría,"","",true,Title,Default Title,,,,,,,,'43888,0.0,shopify,continue,manual,65.00,90.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/DSC_0163_d0a27f7d-958e-4fe8-97ba-6cb9c0b35653.jpg?v=1755125908,1,"",false,,,,kg,,,true,,,active
cadena-china,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/DSC_0159_510f62eb-8a41-4b65-9601-c49b35c597b2.jpg?v=1755125909,2,"",,,,,,,,,,,
cadena-china,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/DSC_0179_8766d88a-db84-40ce-846e-6795406cfeed.jpg?v=1755125909,3,"",,,,,,,,,,,
cadena-cilindro-hombre,Cadena Cilindro Hombre,"<h3><span style=""color: #ff2a00;""><em><strong>PAGAS AL RECIBIR O ADELANTADO  </strong></em></span></h3>
<p>GARANTÍA ❗💯 ( INCLUYE TARJETA DE GARANTIA ) Nuestras Joyas son producidas de acuerdo con las más estrictas normas internacionales de calidad,<span> </span><strong><span>CUENTA CON GARANTÍA DE X VIDA</span></strong>:<br data-mce-fragment=""1""><br data-mce-fragment=""1""><span style=""color: #ff2a00;""><strong>PAGAR AL RECIBIR:</strong> </span>En este método de pago, puedes pagar en el momento de la entrega 📦 (no se envía si no se logra confirmación por llama o por WhatsApp<br data-mce-fragment=""1""><br data-mce-fragment=""1""><span style=""color: #ff2a00;""><strong>ENVÍOS A ISLAS:</strong> </span>Se pueden realizar pero cuentan con costos mas elevados de envíos y se debe cancelar el valor del envío por adelantado ( solo el valor del envío si desea que sea pago al recibir )<br data-mce-fragment=""1""><br data-mce-fragment=""1"">✅ Certificado de garantía  </p>
<p>✅ Material: Oro 18k laminado </p>
<p>✅ + 12.500 clientes felices  </p>
<p>✅ Resistentes a todo tipo de ambiente (Mar, cremas, perfumes) </p>
<p>  Todas nuestras joyas son cubiertas con 3 capas de oro 18K , son resistentes al agua de mar, piscinas y sudoración 100% garantizado<br data-mce-fragment=""1""><br data-mce-fragment=""1""><span style=""color: #ff2a00;""><strong>POLÍTICAS DE DEVOLUCIÓN:</strong> </span>puedes ver todas las políticas en el siguiente link https://isisgoldjewelry18laminado.com/policies/refund-policy</p>",ISIS JOYERÍA,Sin categoría,"","",true,Medida,3mm/65cm,,,,,,,,'43620,500.0,shopify,deny,manual,60.00,85.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/CADENACILINDRO3MM_2.jpg?v=1766782901,1,"",false,,,,kg,,,true,,,active
cadena-cilindro-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/CADENACILINDRO3MM.jpg?v=1766782921,2,"",,,,,,,,,,,
cadena-cilindro-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/CADENACILINDRO3MM_3.jpg?v=1766782921,3,"",,,,,,,,,,,
cadena-veneciana-mujer,Cadena Veneciana Mujer,"<p>Cadena de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Cadena Cubana de 45 cms y 3 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",ISIS JOYERÍA,Ropa y accesorios > Joyería > Collares,"","Cadenas, Mujer, Oro laminado",true,Medida,2mm/45cm,,,,,,,,'42689,0.0,shopify,continue,manual,45.00,65.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/veneciana_mujer_3.webp?v=1764729368,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,true,,,active
cadena-veneciana-mujer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Dama_veneciana_1.png?v=1781198793,2,"",,,,,,,,,,,
cadena-veneciana-mujer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/veneciana_mujer_2mm.webp?v=1764729367,3,"",,,,,,,,,,,
cadena-veneciana-mujer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/veneciana_mujes_2.webp?v=1764729368,4,"",,,,,,,,,,,
